id,fiyat,platform,cinsiyet,ülke,yaş
46835,50,ios,female,DEU,51
46836,47,android,male,FRA,54
46837,47,ios,female,USA,63
46838,14,android,male,GBR,18
46839,5,ios,female,DEU,47
46840,26,ios,male,ESP,51
46841,51,android,female,ESP,51
46842,14,android,male,USA,29
46843,15,ios,male,IND,53
46844,18,android,male,TUR,20
46845,11,ios,male,ESP,65
46846,37,android,male,RUS,58
46847,34,android,male,DEU,49
46848,24,android,male,IND,28
46849,9,ios,female,DEU,65
46850,12,ios,male,TUR,60
46851,33,android,male,TUR,59
46852,25,ios,female,ESP,47
46853,38,android,male,BRA,26
46854,15,android,male,GBR,34
46855,36,android,female,TUR,30
46856,37,android,male,DEU,62
46857,39,ios,male,BRA,42
46858,16,android,female,USA,32
46859,49,ios,female,IND,22
46860,26,ios,female,TUR,20
46861,7,android,male,BRA,36
46862,36,android,male,FRA,32
46863,26,ios,female,BRA,63
46864,34,ios,female,BRA,40
46865,29,ios,male,IND,48
46866,45,android,female,TUR,60
46867,6,android,male,IND,38
46868,18,android,male,TUR,21
46869,46,android,female,FRA,65
46870,40,android,female,DEU,33
46871,8,ios,female,TUR,57
46872,27,ios,male,IND,49
46873,17,ios,female,FRA,53
46874,5,ios,female,BRA,56
46875,50,ios,male,IND,57
46876,27,android,female,RUS,41
46877,26,android,female,JPN,36
46878,30,ios,female,BRA,37
46879,35,android,male,RUS,46
46880,36,ios,female,TUR,45
46881,47,android,female,TUR,46
46882,16,android,female,ESP,36
46883,3,ios,female,GBR,27
46884,50,ios,female,JPN,34
46885,38,ios,male,DEU,62
46886,8,ios,female,FRA,46
46887,48,android,male,DEU,42
46888,28,ios,male,IND,46
46889,17,ios,male,RUS,41
46890,23,ios,male,JPN,46
46891,6,ios,female,BRA,50
46892,3,ios,male,DEU,63
46893,51,ios,male,BRA,21
46894,30,ios,female,TUR,63
46895,47,ios,male,BRA,20
46896,43,android,male,RUS,41
46897,22,android,female,BRA,18
46898,29,android,male,USA,33
46899,42,ios,male,JPN,58
46900,13,ios,female,DEU,26
46901,13,ios,female,JPN,43
46902,46,ios,female,DEU,47
46903,27,android,female,IND,47
46904,38,ios,male,IND,30
46905,33,ios,male,IND,55
46906,16,android,male,DEU,19
46907,49,android,female,TUR,39
46908,43,android,female,IND,63
46909,36,ios,male,GBR,37
46910,18,android,male,RUS,51
46911,45,android,female,GBR,32
46912,37,ios,male,JPN,34
46913,45,ios,male,ESP,19
46914,47,android,male,FRA,25
46915,32,ios,male,DEU,34
46916,33,android,female,TUR,55
46917,4,ios,female,JPN,56
46918,27,android,male,BRA,58
46919,29,ios,male,DEU,37
46920,50,android,female,JPN,19
46921,14,ios,male,ESP,58
46922,33,android,male,USA,65
46923,51,android,female,FRA,32
46924,12,android,female,ESP,41
46925,9,android,male,IND,59
46926,30,ios,male,RUS,55
46927,14,android,male,TUR,48
46928,16,ios,female,FRA,57
46929,1,android,female,IND,34
46930,21,android,male,ESP,50
46931,18,android,female,BRA,40
46932,21,ios,female,FRA,64
46933,29,android,female,FRA,44
46934,34,android,male,BRA,62
46935,13,ios,female,IND,26
46936,4,ios,male,USA,21
46937,13,ios,female,FRA,26
46938,24,android,male,FRA,59
46939,30,android,male,IND,61
46940,30,ios,female,USA,25
46941,3,android,female,RUS,19
46942,12,ios,female,DEU,45
46943,22,android,male,JPN,24
46944,30,ios,male,ESP,49
46945,29,ios,female,DEU,57
46946,3,ios,male,ESP,56
46947,34,ios,male,DEU,35
46948,47,ios,male,TUR,64
46949,22,ios,male,RUS,39
46950,1,ios,female,BRA,63
46951,49,ios,female,USA,40
46952,17,ios,female,IND,22
46953,21,android,male,ESP,46
46954,32,android,female,FRA,54
46955,18,android,female,ESP,28
46956,46,ios,female,DEU,63
46957,45,ios,male,FRA,50
46958,9,android,male,BRA,31
46959,23,ios,female,USA,24
46960,31,android,male,BRA,46
46961,42,android,female,JPN,29
46962,22,ios,male,JPN,54
46963,8,android,male,GBR,49
46964,8,ios,female,GBR,30
46965,5,android,male,GBR,50
46966,33,android,male,ESP,51
46967,27,ios,female,RUS,56
46968,24,ios,female,GBR,18
46969,19,android,female,DEU,52
46970,8,ios,male,FRA,42
46971,16,android,male,RUS,55
46972,32,ios,female,JPN,52
46973,19,ios,male,USA,20
46974,13,android,male,USA,62
46975,23,ios,female,RUS,36
46976,44,android,male,FRA,58
46977,15,ios,male,TUR,50
46978,1,ios,female,IND,23
46979,1,android,female,BRA,30
46980,29,ios,male,IND,44
46981,34,android,female,GBR,22
46982,4,android,female,IND,33
46983,10,android,male,ESP,31
46984,6,ios,male,JPN,25
46985,33,android,female,ESP,24
46986,40,ios,male,RUS,38
46987,32,android,female,JPN,23
46988,6,ios,female,TUR,50
46989,35,android,female,ESP,19
46990,4,ios,male,JPN,25
46991,42,ios,female,DEU,26
46992,15,android,male,ESP,32
46993,48,android,female,GBR,51
46994,35,ios,male,DEU,19
46995,3,ios,male,FRA,44
46996,32,android,male,JPN,65
46997,35,ios,female,ESP,59
46998,5,android,male,FRA,35
46999,37,android,male,DEU,37
47000,9,android,male,USA,60
47001,24,ios,male,USA,62
47002,51,ios,male,JPN,19
47003,3,ios,male,ESP,34
47004,15,ios,female,DEU,34
47005,5,ios,male,DEU,19
47006,13,ios,female,BRA,23
47007,50,ios,male,BRA,60
47008,40,android,male,TUR,56
47009,5,ios,female,USA,55
47010,14,android,female,TUR,50
47011,26,android,female,ESP,41
47012,4,ios,male,JPN,40
47013,26,android,female,USA,22
47014,11,ios,male,JPN,38
47015,41,ios,male,FRA,57
47016,46,ios,female,FRA,50
47017,32,android,male,USA,42
47018,41,android,female,BRA,45
47019,35,android,male,BRA,34
47020,17,ios,male,DEU,20
47021,36,android,male,RUS,32
47022,44,android,female,USA,32
47023,44,ios,male,GBR,57
47024,30,android,female,BRA,25
47025,1,ios,female,RUS,35
47026,15,ios,female,BRA,21
47027,29,ios,male,FRA,22
47028,24,android,male,FRA,19
47029,24,ios,female,ESP,43
47030,31,ios,female,IND,20
47031,19,android,male,TUR,32
47032,5,ios,male,JPN,54
47033,27,android,female,RUS,18
47034,31,android,male,TUR,19
47035,3,android,female,FRA,31
47036,41,android,male,GBR,41
47037,18,android,male,USA,47
47038,43,android,male,TUR,36
47039,27,ios,male,DEU,62
47040,31,ios,male,TUR,47
47041,45,ios,male,BRA,50
47042,3,android,female,BRA,52
47043,27,ios,female,TUR,48
47044,12,android,male,TUR,48
47045,9,android,male,GBR,55
47046,21,android,male,BRA,56
47047,34,android,male,JPN,57
47048,38,ios,female,USA,50
47049,49,android,female,BRA,21
47050,33,android,male,FRA,27
47051,42,android,male,DEU,27
47052,33,ios,female,FRA,50
47053,50,ios,male,ESP,35
47054,4,android,male,FRA,37
47055,47,android,male,DEU,27
47056,20,android,female,JPN,37
47057,45,android,female,DEU,42
47058,46,android,male,ESP,62
47059,40,ios,female,USA,61
47060,6,android,male,IND,30
47061,20,android,male,IND,56
47062,25,ios,female,BRA,54
47063,25,android,male,FRA,56
47064,10,ios,male,BRA,20
47065,7,android,female,BRA,26
47066,1,ios,male,IND,59
47067,26,ios,female,JPN,53
47068,22,ios,female,IND,54
47069,27,android,male,GBR,29
47070,47,android,male,GBR,33
47071,21,ios,male,IND,49
47072,24,ios,female,GBR,62
47073,31,android,male,FRA,61
47074,3,android,male,GBR,24
47075,36,android,female,GBR,50
47076,20,android,male,GBR,64
47077,4,android,female,IND,27
47078,33,ios,female,IND,40
47079,37,ios,male,GBR,65
47080,33,android,male,IND,36
47081,38,ios,male,DEU,39
47082,8,android,male,USA,48
47083,40,android,female,USA,61
47084,15,ios,female,DEU,23
47085,8,ios,male,RUS,65
47086,45,android,male,ESP,48
47087,37,android,female,TUR,25
47088,23,android,female,TUR,38
47089,25,android,male,BRA,55
47090,45,ios,male,RUS,56
47091,50,android,male,GBR,41
47092,13,android,female,GBR,42
47093,24,ios,male,BRA,33
47094,29,android,male,JPN,64
47095,40,android,male,DEU,26
47096,45,android,male,USA,22
47097,33,ios,male,USA,32
47098,5,android,male,IND,24
47099,33,ios,male,ESP,23
47100,38,ios,male,IND,64
47101,20,ios,female,ESP,23
47102,35,ios,male,RUS,47
47103,12,android,male,USA,54
47104,35,ios,female,RUS,24
47105,4,android,male,USA,54
47106,16,ios,female,DEU,30
47107,44,android,female,BRA,21
47108,1,android,male,DEU,24
47109,48,ios,female,FRA,41
47110,5,ios,male,RUS,39
47111,43,ios,male,ESP,21
47112,2,android,female,DEU,65
47113,9,android,male,IND,46
47114,13,ios,female,USA,56
47115,39,ios,female,RUS,58
47116,38,android,male,JPN,61
47117,18,android,male,FRA,48
47118,7,ios,male,JPN,50
47119,3,ios,female,DEU,38
47120,39,android,female,IND,53
47121,50,android,male,RUS,20
47122,11,ios,male,ESP,24
47123,39,ios,male,IND,18
47124,34,android,male,USA,28
47125,5,ios,male,DEU,43
47126,9,ios,male,IND,23
47127,8,ios,female,FRA,62
47128,19,android,female,GBR,39
47129,9,ios,female,BRA,31
47130,23,android,female,BRA,63
47131,11,ios,female,IND,23
47132,3,android,female,IND,27
47133,50,android,male,FRA,36
47134,22,ios,female,FRA,48
47135,19,android,male,GBR,56
47136,36,android,female,USA,21
47137,25,android,female,FRA,28
47138,37,android,male,BRA,44
47139,35,ios,male,GBR,57
47140,23,android,female,JPN,63
47141,11,android,male,FRA,25
47142,27,ios,female,DEU,32
47143,50,ios,female,GBR,47
47144,44,ios,male,USA,31
47145,14,ios,female,IND,22
47146,5,ios,female,BRA,22
47147,36,ios,female,JPN,25
47148,16,ios,male,TUR,32
47149,20,android,male,JPN,64
47150,22,android,male,ESP,53
47151,27,android,female,TUR,44
47152,27,android,male,TUR,42
47153,41,android,male,IND,22
47154,40,android,male,GBR,53
47155,34,ios,male,BRA,27
47156,34,android,female,TUR,19
47157,30,android,male,RUS,41
47158,12,android,female,DEU,45
47159,34,android,female,TUR,24
47160,11,ios,male,GBR,42
47161,8,ios,female,DEU,61
47162,39,ios,female,BRA,26
47163,10,android,female,DEU,51
47164,7,android,male,IND,64
47165,14,android,female,DEU,29
47166,46,ios,female,ESP,20
47167,27,ios,female,USA,59
47168,44,ios,female,IND,56
47169,46,android,female,TUR,43
47170,8,android,female,JPN,62
47171,9,android,female,RUS,30
47172,11,android,male,TUR,33
47173,13,ios,female,IND,21
47174,33,ios,male,DEU,44
47175,45,android,female,BRA,59
47176,31,ios,female,TUR,20
47177,28,ios,female,RUS,46
47178,21,android,female,IND,22
47179,35,android,male,TUR,62
47180,6,android,female,ESP,28
47181,30,ios,male,ESP,43
47182,18,ios,female,BRA,31
47183,8,android,male,RUS,57
47184,15,android,male,DEU,60
47185,9,ios,female,GBR,36
47186,41,android,female,IND,61
47187,10,ios,male,JPN,54
47188,22,android,female,IND,29
47189,7,android,female,ESP,35
47190,18,ios,male,BRA,43
47191,9,android,male,TUR,31
47192,26,android,male,TUR,33
47193,37,ios,male,GBR,34
47194,6,android,male,RUS,48
47195,48,ios,female,IND,34
47196,24,android,male,DEU,38
47197,33,ios,female,ESP,47
47198,30,android,female,IND,64
47199,43,ios,male,RUS,64
47200,8,android,female,BRA,22
47201,24,ios,male,IND,64
47202,25,ios,male,BRA,48
47203,20,android,female,IND,44
47204,40,android,male,BRA,34
47205,10,android,male,DEU,54
47206,28,android,male,TUR,49
47207,5,android,female,IND,41
47208,46,android,female,FRA,37
47209,20,ios,male,DEU,38
47210,16,ios,male,GBR,36
47211,38,ios,male,JPN,48
47212,17,android,male,DEU,63
47213,5,ios,female,TUR,45
47214,34,ios,female,FRA,43
47215,46,ios,female,GBR,25
47216,11,ios,female,FRA,24
47217,25,ios,female,USA,51
47218,18,ios,female,IND,52
47219,35,android,female,FRA,24
47220,35,android,female,RUS,48
47221,13,ios,female,BRA,40
47222,13,android,female,IND,59
47223,47,ios,male,BRA,42
47224,29,ios,female,BRA,48
47225,17,android,female,GBR,62
47226,51,android,male,ESP,64
47227,41,ios,female,IND,23
47228,30,android,male,JPN,41
47229,40,android,male,DEU,27
47230,14,android,male,BRA,35
47231,16,android,female,BRA,64
47232,35,ios,male,IND,27
47233,29,ios,male,RUS,18
47234,12,ios,female,ESP,21
47235,14,ios,female,IND,56
47236,17,android,female,USA,56
47237,34,ios,male,DEU,20
47238,41,ios,male,USA,24
47239,29,android,female,RUS,25
47240,27,ios,male,FRA,30
47241,12,android,female,RUS,43
47242,43,ios,male,RUS,60
47243,1,android,female,TUR,44
47244,44,android,female,GBR,32
47245,41,ios,male,RUS,45
47246,19,ios,female,GBR,62
47247,13,ios,male,GBR,27
47248,33,ios,female,IND,51
47249,29,ios,female,IND,52
47250,10,android,male,TUR,65
47251,41,android,male,TUR,47
47252,12,android,male,RUS,30
47253,36,android,female,GBR,55
47254,51,ios,female,USA,34
47255,1,ios,female,RUS,37
47256,44,android,female,BRA,53
47257,23,android,female,TUR,41
47258,41,android,male,BRA,44
47259,40,ios,female,USA,65
47260,51,android,male,TUR,45
47261,10,android,female,RUS,47
47262,26,android,male,TUR,29
47263,18,android,female,RUS,53
47264,30,ios,male,JPN,62
47265,31,ios,male,TUR,25
47266,21,android,male,RUS,18
47267,4,android,male,TUR,37
47268,30,android,male,GBR,42
47269,38,ios,male,JPN,33
47270,11,ios,female,BRA,58
47271,51,android,female,BRA,27
47272,46,android,female,ESP,43
47273,16,android,male,RUS,42
47274,11,ios,female,TUR,37
47275,38,android,female,ESP,58
47276,44,ios,male,JPN,61
47277,16,ios,male,TUR,60
47278,39,ios,female,IND,64
47279,50,ios,female,IND,42
47280,21,android,female,BRA,36
47281,6,ios,male,USA,31
47282,28,android,male,JPN,34
47283,8,android,female,BRA,64
47284,44,ios,female,TUR,22
47285,33,android,female,JPN,58
47286,1,android,male,JPN,25
47287,44,ios,male,RUS,30
47288,17,ios,male,IND,24
47289,25,ios,female,IND,22
47290,45,android,female,ESP,58
47291,42,ios,female,TUR,23
47292,12,ios,female,ESP,28
47293,44,ios,female,BRA,27
47294,41,android,male,ESP,27
47295,7,android,male,JPN,49
47296,38,android,female,GBR,23
47297,49,android,male,FRA,53
47298,13,ios,male,JPN,38
47299,30,android,male,GBR,32
47300,34,ios,female,BRA,28
47301,27,android,female,USA,53
47302,50,android,male,JPN,36
47303,13,ios,female,JPN,24
47304,18,android,male,JPN,64
47305,25,android,male,DEU,48
47306,24,ios,female,JPN,38
47307,4,android,female,GBR,27
47308,32,android,male,BRA,49
47309,37,ios,male,JPN,34
47310,49,android,male,BRA,38
47311,41,ios,male,IND,57
47312,17,ios,female,TUR,48
47313,5,android,female,FRA,22
47314,14,ios,male,FRA,56
47315,36,ios,female,ESP,33
47316,42,android,male,DEU,31
47317,5,ios,female,TUR,20
47318,11,android,female,BRA,37
47319,51,ios,male,USA,54
47320,50,android,male,ESP,19
47321,2,ios,female,BRA,33
47322,3,android,male,BRA,50
47323,2,ios,female,JPN,52
47324,20,android,female,USA,56
47325,42,ios,male,BRA,37
47326,14,ios,male,IND,28
47327,49,ios,female,BRA,49
47328,37,ios,female,TUR,48
47329,29,ios,male,TUR,51
47330,39,ios,female,USA,47
47331,21,ios,female,GBR,40
47332,46,ios,female,IND,55
47333,12,android,male,IND,28
47334,6,android,female,IND,52
47335,36,android,male,FRA,33
47336,30,ios,male,BRA,61
47337,22,ios,male,GBR,24
47338,28,android,female,IND,41
47339,32,android,female,GBR,26
47340,49,android,female,USA,57
47341,50,ios,male,IND,65
47342,3,ios,female,TUR,57
47343,26,android,male,FRA,24
47344,1,android,male,RUS,31
47345,36,android,female,IND,20
47346,17,ios,male,USA,46
47347,51,ios,male,RUS,51
47348,5,ios,male,TUR,50
47349,22,android,female,FRA,24
47350,21,android,male,BRA,43
47351,36,ios,male,TUR,23
47352,20,ios,male,USA,47
47353,18,android,female,ESP,58
47354,6,android,female,FRA,26
47355,29,ios,female,GBR,19
47356,35,android,female,USA,19
47357,2,android,male,DEU,55
47358,11,ios,male,JPN,56
47359,27,ios,female,IND,40
47360,5,android,female,ESP,58
47361,29,ios,male,GBR,51
47362,30,ios,male,ESP,27
47363,45,android,male,BRA,31
47364,7,android,female,ESP,40
47365,45,ios,female,USA,45
47366,17,android,male,TUR,58
47367,51,android,male,JPN,31
47368,9,ios,male,TUR,29
47369,42,android,female,DEU,56
47370,40,ios,female,GBR,61
47371,10,android,male,TUR,53
47372,40,android,female,JPN,49
47373,39,android,female,GBR,46
47374,21,ios,female,TUR,61
47375,15,android,male,IND,26
47376,17,ios,male,GBR,42
47377,28,ios,male,ESP,48
47378,32,ios,male,FRA,61
47379,37,android,male,USA,58
47380,23,ios,female,BRA,33
47381,39,ios,male,FRA,40
47382,3,android,male,RUS,59
47383,44,android,female,GBR,64
47384,14,android,female,JPN,27
47385,44,android,female,USA,65
47386,47,android,female,TUR,24
47387,44,android,male,JPN,28
47388,36,ios,male,FRA,56
47389,33,android,male,GBR,61
47390,41,ios,male,USA,42
47391,14,ios,male,FRA,39
47392,13,android,female,TUR,32
47393,8,android,female,IND,19
47394,12,ios,male,JPN,32
47395,34,android,female,ESP,24
47396,36,android,male,USA,53
47397,21,ios,male,TUR,26
47398,17,ios,male,GBR,33
47399,14,android,female,IND,21
47400,16,ios,female,FRA,54
47401,22,ios,male,DEU,47
47402,29,android,female,USA,38
47403,30,ios,female,IND,54
47404,17,ios,female,RUS,28
47405,25,android,female,USA,31
47406,19,ios,female,DEU,52
47407,29,ios,female,FRA,20
47408,23,ios,female,DEU,37
47409,15,android,male,RUS,40
47410,36,ios,female,BRA,27
47411,39,android,female,JPN,65
47412,44,android,male,FRA,38
47413,14,ios,male,TUR,62
47414,3,ios,female,IND,64
47415,18,ios,female,DEU,54
47416,29,ios,female,DEU,53
47417,47,ios,female,JPN,21
47418,2,ios,male,GBR,23
47419,41,android,male,GBR,58
47420,36,ios,male,ESP,55
47421,18,ios,female,GBR,61
47422,33,android,male,JPN,55
47423,40,android,female,ESP,63
47424,31,android,male,IND,19
47425,11,ios,female,TUR,28
47426,12,android,female,IND,55
47427,7,android,female,ESP,31
47428,40,ios,male,DEU,53
47429,27,android,female,IND,35
47430,40,ios,male,USA,39
47431,48,android,male,RUS,41
47432,18,ios,male,ESP,55
47433,14,android,male,GBR,36
47434,45,android,male,ESP,32
47435,1,android,female,JPN,58
47436,34,android,female,GBR,27
47437,39,ios,female,ESP,26
47438,28,android,male,RUS,43
47439,13,android,female,ESP,60
47440,39,ios,male,FRA,62
47441,42,ios,female,IND,61
47442,24,android,male,BRA,20
47443,17,android,male,ESP,39
47444,51,android,male,JPN,23
47445,24,android,female,FRA,55
47446,8,android,female,FRA,51
47447,50,android,male,TUR,30
47448,5,android,male,USA,47
47449,14,android,male,USA,26
47450,20,android,male,TUR,43
47451,20,ios,male,TUR,50
47452,42,android,female,USA,34
47453,6,android,male,ESP,61
47454,1,ios,female,IND,52
47455,21,android,male,TUR,35
47456,49,ios,male,FRA,23
47457,16,ios,male,GBR,19
47458,25,android,male,FRA,55
47459,49,ios,male,BRA,57
47460,14,android,male,JPN,58
47461,11,android,male,RUS,61
47462,20,android,female,DEU,38
47463,3,ios,female,GBR,44
47464,48,android,female,RUS,19
47465,35,android,male,GBR,55
47466,3,android,female,FRA,23
47467,4,android,female,FRA,21
47468,49,android,male,GBR,58
47469,4,android,female,RUS,23
47470,26,android,female,FRA,58
47471,4,ios,female,BRA,28
47472,29,android,female,RUS,25
47473,11,ios,female,BRA,29
47474,17,android,female,BRA,58
47475,38,android,female,DEU,21
47476,43,android,male,ESP,47
47477,28,android,female,BRA,43
47478,4,ios,female,IND,50
47479,21,ios,male,USA,40
47480,13,android,male,DEU,28
47481,35,ios,female,ESP,35
47482,43,ios,male,JPN,54
47483,48,ios,male,BRA,22
47484,34,android,male,GBR,58
47485,11,ios,male,GBR,58
47486,29,ios,female,IND,21
47487,37,android,female,USA,20
47488,41,android,male,TUR,57
47489,29,ios,male,RUS,65
47490,44,ios,female,USA,22
47491,12,android,female,TUR,47
47492,17,ios,male,BRA,53
47493,40,android,female,IND,47
47494,48,android,female,GBR,20
47495,5,android,female,GBR,37
47496,32,ios,female,ESP,36
47497,1,android,male,USA,20
47498,26,ios,female,DEU,61
47499,35,ios,male,IND,56
47500,43,android,male,BRA,62
47501,39,android,female,BRA,38
47502,24,android,male,FRA,23
47503,32,ios,male,DEU,51
47504,37,ios,male,FRA,42
47505,6,ios,female,USA,42
47506,4,android,female,BRA,54
47507,17,android,male,JPN,36
47508,9,android,female,USA,48
47509,24,ios,male,RUS,45
47510,44,ios,female,IND,37
47511,13,ios,male,IND,42
47512,16,ios,male,IND,55
47513,31,ios,male,USA,37
47514,28,android,male,TUR,60
47515,42,ios,male,TUR,19
47516,24,ios,male,USA,42
47517,25,ios,male,RUS,40
47518,48,ios,female,DEU,47
47519,12,ios,female,TUR,25
47520,5,android,female,IND,55
47521,14,android,female,GBR,36
47522,21,ios,female,USA,55
47523,22,ios,male,IND,36
47524,38,android,male,JPN,46
47525,21,android,male,USA,23
47526,8,android,male,RUS,26
47527,27,android,male,DEU,59
47528,22,android,female,GBR,21
47529,25,android,female,FRA,32
47530,20,ios,male,FRA,44
47531,48,android,male,GBR,52
47532,8,android,female,DEU,35
47533,41,android,male,BRA,28
47534,44,ios,male,GBR,65
47535,18,ios,female,JPN,57
47536,24,android,male,USA,41
47537,34,android,female,IND,44
47538,11,ios,female,RUS,45
47539,12,android,male,USA,34
47540,48,ios,female,GBR,60
47541,49,android,male,RUS,57
47542,9,android,male,TUR,22
47543,42,ios,male,GBR,26
47544,46,ios,female,ESP,48
47545,40,ios,female,GBR,24
47546,30,ios,male,FRA,19
47547,17,ios,female,RUS,29
47548,4,android,female,RUS,55
47549,48,android,female,IND,34
47550,1,android,female,FRA,57
47551,2,ios,female,TUR,42
47552,32,ios,female,IND,32
47553,22,ios,male,FRA,39
47554,1,ios,male,TUR,62
47555,46,android,male,FRA,26
47556,41,android,male,IND,55
47557,22,android,male,GBR,43
47558,14,ios,female,IND,59
47559,33,ios,female,FRA,32
47560,41,android,male,DEU,38
47561,34,ios,female,FRA,46
47562,8,android,female,USA,51
47563,16,ios,female,USA,19
47564,12,ios,female,USA,19
47565,22,ios,male,FRA,29
47566,17,android,male,IND,25
47567,1,android,female,FRA,22
47568,25,android,male,IND,62
47569,9,ios,female,FRA,35
47570,23,android,male,GBR,47
47571,18,ios,female,IND,55
47572,38,android,male,GBR,41
47573,8,android,male,ESP,19
47574,3,android,female,GBR,40
47575,20,android,female,RUS,47
47576,9,android,male,BRA,19
47577,47,ios,male,RUS,32
47578,37,ios,female,JPN,62
47579,4,android,female,RUS,58
47580,39,ios,male,FRA,44
47581,6,ios,male,FRA,41
47582,50,ios,male,JPN,29
47583,3,android,female,RUS,56
47584,48,android,male,ESP,45
47585,47,android,male,USA,44
47586,44,android,female,DEU,48
47587,45,ios,male,TUR,51
47588,5,android,male,ESP,37
47589,19,android,male,DEU,48
47590,37,android,male,GBR,53
47591,28,android,female,FRA,41
47592,19,android,female,BRA,29
47593,44,ios,male,RUS,41
47594,29,ios,male,USA,22
47595,30,ios,male,GBR,51
47596,33,android,female,IND,53
47597,26,android,female,GBR,41
47598,47,android,female,TUR,24
47599,38,ios,female,RUS,48
47600,4,android,female,IND,27
47601,30,ios,male,GBR,20
47602,50,ios,female,GBR,50
47603,12,android,male,JPN,27
47604,39,android,male,TUR,59
47605,1,android,female,DEU,53
47606,23,ios,female,IND,54
47607,49,ios,male,GBR,58
47608,34,android,male,FRA,47
47609,37,android,female,ESP,19
47610,30,ios,male,FRA,64
47611,32,ios,male,TUR,48
47612,45,ios,female,USA,23
47613,32,ios,male,IND,47
47614,17,ios,male,DEU,34
47615,42,ios,male,FRA,51
47616,40,ios,female,GBR,38
47617,46,android,female,FRA,21
47618,46,ios,female,IND,58
47619,36,android,male,DEU,52
47620,31,android,male,BRA,37
47621,50,android,male,USA,55
47622,29,android,female,GBR,59
47623,8,android,female,BRA,48
47624,9,android,female,DEU,54
47625,3,ios,male,ESP,24
47626,31,ios,male,RUS,18
47627,43,ios,female,USA,52
47628,6,ios,female,JPN,28
47629,8,android,female,TUR,42
47630,14,ios,male,ESP,41
47631,9,ios,male,USA,64
47632,31,android,female,USA,62
47633,51,android,male,GBR,33
47634,14,ios,male,IND,60
47635,34,android,female,RUS,27
47636,4,ios,male,GBR,37
47637,12,android,male,TUR,57
47638,1,android,female,FRA,28
47639,48,ios,female,GBR,42
47640,16,ios,male,USA,18
47641,27,android,male,TUR,64
47642,10,android,male,IND,56
47643,18,ios,male,IND,60
47644,28,ios,female,ESP,24
47645,28,ios,female,JPN,19
47646,7,android,male,RUS,31
47647,18,ios,female,ESP,61
47648,13,android,female,RUS,43
47649,32,ios,male,TUR,32
47650,45,android,male,ESP,22
47651,36,android,male,IND,18
47652,14,ios,female,USA,52
47653,49,android,female,USA,35
47654,20,android,female,ESP,61
47655,49,android,male,FRA,36
47656,48,ios,male,JPN,44
47657,32,ios,female,JPN,53
47658,35,android,female,USA,35
47659,7,ios,male,RUS,31
47660,46,android,male,USA,20
47661,45,android,female,IND,53
47662,27,android,male,FRA,29
47663,36,ios,female,IND,47
47664,51,android,male,RUS,32
47665,11,ios,female,ESP,59
47666,31,android,male,JPN,25
47667,42,ios,female,FRA,41
47668,3,android,female,TUR,40
47669,31,android,female,TUR,22
47670,51,ios,male,RUS,28
47671,32,android,male,JPN,51
47672,28,ios,male,JPN,51
47673,5,android,female,BRA,42
47674,9,ios,female,FRA,39
47675,42,ios,male,RUS,38
47676,10,android,female,JPN,49
47677,44,ios,female,TUR,34
47678,22,android,male,ESP,49
47679,12,android,female,GBR,56
47680,1,android,female,BRA,65
47681,28,ios,male,JPN,52
47682,41,ios,male,USA,47
47683,9,ios,male,TUR,48
47684,43,ios,male,USA,49
47685,50,android,male,IND,25
47686,22,ios,female,IND,45
47687,27,ios,female,USA,34
47688,23,ios,female,JPN,32
47689,36,ios,female,ESP,46
47690,47,ios,male,DEU,27
47691,2,ios,male,ESP,34
47692,47,android,female,FRA,54
47693,43,android,male,FRA,55
47694,31,android,female,FRA,59
47695,1,ios,female,USA,55
47696,38,ios,male,USA,59
47697,17,ios,female,TUR,30
47698,51,android,male,GBR,62
47699,36,ios,female,TUR,44
47700,40,android,male,FRA,23
47701,27,android,female,RUS,24
47702,49,android,female,DEU,45
47703,7,ios,female,IND,30
47704,47,ios,male,IND,22
47705,46,android,male,RUS,41
47706,26,ios,female,FRA,58
47707,9,ios,female,RUS,51
47708,22,ios,female,DEU,19
47709,40,android,male,FRA,43
47710,40,ios,male,DEU,41
47711,33,android,male,ESP,62
47712,10,android,female,GBR,47
47713,45,ios,male,USA,38
47714,19,ios,female,IND,38
47715,29,ios,female,ESP,20
47716,24,android,female,JPN,60
47717,17,ios,male,FRA,41
47718,15,ios,male,RUS,61
47719,28,android,male,ESP,26
47720,26,android,female,TUR,39
47721,32,ios,male,JPN,32
47722,28,ios,female,BRA,49
47723,26,android,female,DEU,28
47724,18,ios,female,DEU,38
47725,35,ios,female,IND,54
47726,24,android,male,ESP,57
47727,23,android,male,IND,56
47728,4,android,male,DEU,30
47729,3,ios,female,GBR,29
47730,39,android,male,IND,38
47731,8,ios,female,RUS,28
47732,49,android,female,BRA,19
47733,40,ios,female,USA,51
47734,32,ios,male,USA,18
47735,34,ios,male,FRA,20
47736,13,ios,female,IND,53
47737,51,android,female,ESP,22
47738,46,android,male,JPN,48
47739,8,ios,female,FRA,18
47740,31,android,female,USA,55
47741,42,ios,male,TUR,40
47742,35,ios,male,JPN,56
47743,1,ios,male,TUR,39
47744,3,android,female,ESP,41
47745,17,ios,male,IND,43
47746,38,android,male,USA,52
47747,19,ios,female,DEU,52
47748,47,ios,male,USA,41
47749,23,ios,male,JPN,33
